from,to,numIncidents,arrested,ward,arrestDate
M000770,M000848,2,FALSE,6,NA
M000849,M000848,2,FALSE,6,NA
M000728,M000729,1,FALSE,5,NA
M000087,M000268,2,FALSE,1,NA
M000087,M000490,2,FALSE,1,NA
M000268,M000490,4,FALSE,6,NA
M000433,M000485,2,FALSE,6,NA
M000433,M000486,2,FALSE,6,NA
M000485,M000486,1,FALSE,6,NA
M000516,M000411,2,FALSE,3,NA
M000516,M000667,2,FALSE,3,NA
M000516,M000666,2,FALSE,3,NA
M000411,M000667,3,FALSE,5,NA
M000411,M000666,3,FALSE,5,NA
M000667,M000666,3,FALSE,3,NA
M000255,M000752,5,FALSE,2,NA
M000320,M000519,2,FALSE,1,NA
M000871,M000872,1,FALSE,5,NA
M000531,M000532,1,FALSE,1,NA
M000329,M000494,4,TRUE,3,NA
M000329,M000495,4,TRUE,3,NA
M000494,M000495,1,FALSE,6,NA
M000667,M000668,3,FALSE,3,NA
M000503,M000790,2,FALSE,6,NA
M000503,M000791,2,FALSE,6,NA
M000790,M000791,1,FALSE,5,NA
M000222,M000888,4,FALSE,6,NA
M000222,M000889,4,FALSE,6,NA
M000888,M000889,1,FALSE,1,NA
M000750,M000751,1,FALSE,1,NA
M000798,M000799,1,FALSE,1,NA
M000798,M000800,1,FALSE,1,NA
M000799,M000800,1,FALSE,1,NA
M000268,M000524,4,FALSE,6,NA
M000268,M000525,4,FALSE,6,NA
M000524,M000525,1,FALSE,3,NA
M000796,M000797,1,FALSE,5,NA
M000192,M000717,2,FALSE,5,NA
M000192,M000718,2,FALSE,5,NA
M000717,M000718,1,FALSE,4,NA
M000558,M000577,2,FALSE,1,NA
M000175,M000528,3,FALSE,1,NA
M000175,M000527,3,FALSE,1,NA
M000528,M000527,2,FALSE,6,NA
M000634,M000755,3,FALSE,3,NA
M000432,M000533,2,FALSE,3,NA
M000599,M000600,1,FALSE,3,NA
M000599,M000601,1,FALSE,3,NA
M000600,M000601,2,FALSE,3,NA
M000335,M000611,5,FALSE,3,NA
M000335,M000793,5,FALSE,3,NA
M000335,M000792,5,FALSE,3,NA
M000611,M000793,3,FALSE,3,NA
M000611,M000792,3,FALSE,3,NA
M000793,M000792,2,FALSE,1,NA
M000774,M000907,2,FALSE,6,NA
M000774,M000908,2,FALSE,6,NA
M000907,M000908,1,FALSE,4,NA
M000606,M000607,1,FALSE,5,NA
M000606,M000608,1,FALSE,5,NA
M000607,M000608,1,FALSE,5,NA
M000562,M000563,2,FALSE,1,NA
M000562,M000564,2,FALSE,1,NA
M000563,M000564,1,FALSE,1,NA
M000567,M000805,3,FALSE,5,NA
M000567,M000806,3,FALSE,5,NA
M000805,M000806,1,FALSE,5,NA
M000635,M000636,1,FALSE,1,NA
M000635,M000637,1,FALSE,1,NA
M000636,M000637,1,FALSE,1,NA
M000140,M000620,3,FALSE,5,NA
M000140,M000621,3,FALSE,5,NA
M000620,M000621,1,FALSE,6,NA
M000639,M000640,2,FALSE,3,NA
M000639,M000641,2,FALSE,3,NA
M000640,M000641,1,FALSE,3,NA
M000572,M000573,1,FALSE,6,NA
M000651,M000652,2,FALSE,3,NA
M000461,M000705,3,FALSE,4,NA
M000461,M000706,3,FALSE,4,NA
M000705,M000706,3,FALSE,2,NA
M000552,M000553,1,FALSE,1,NA
M000552,M000554,1,FALSE,1,NA
M000553,M000554,1,FALSE,1,NA
M000565,M000566,1,FALSE,5,NA
M000565,M000567,1,FALSE,5,NA
M000566,M000567,1,FALSE,5,NA
M000646,M000647,1,FALSE,2,NA
M000370,M000618,2,FALSE,1,NA
M000370,M000619,2,FALSE,1,NA
M000618,M000619,1,FALSE,1,NA
M000509,M000588,2,FALSE,3,NA
M000107,M000707,2,FALSE,5,NA
M000107,M000708,2,FALSE,5,NA
M000707,M000708,1,FALSE,3,NA
M000300,M000303,4,FALSE,4,NA
M000300,M000576,4,FALSE,4,NA
M000303,M000576,2,FALSE,1,NA
M000738,M000827,2,FALSE,3,NA
M000738,M000828,2,FALSE,3,NA
M000827,M000828,1,FALSE,6,NA
M000644,M000645,1,FALSE,3,NA
M000689,M000690,1,FALSE,6,NA
M000658,M000659,1,FALSE,5,NA
M000658,M000660,1,FALSE,5,NA
M000659,M000660,2,FALSE,5,NA
M000724,M000725,1,FALSE,4,NA
M000724,M000726,1,FALSE,4,NA
M000725,M000726,1,FALSE,4,NA
M000392,M000899,4,TRUE,6,NA
M000392,M000900,4,TRUE,6,NA
M000899,M000900,1,FALSE,3,NA
M000894,M000895,2,FALSE,3,NA
M000603,M000604,1,FALSE,6,NA
M000603,M000605,1,FALSE,6,NA
M000604,M000605,1,FALSE,6,NA
M000840,M000841,1,FALSE,2,NA
M000481,M000647,2,FALSE,1,NA
M000481,M000685,2,FALSE,1,NA
M000481,M000684,2,FALSE,1,NA
M000647,M000685,3,FALSE,2,NA
M000647,M000684,3,FALSE,2,NA
M000856,M000857,1,FALSE,2,NA
M000106,M000733,2,FALSE,5,NA
M000757,M000758,2,FALSE,1,NA
M000026,M000759,2,FALSE,3,NA
M000617,M000672,2,FALSE,1,NA
M000617,M000671,2,FALSE,1,NA
M000672,M000671,3,FALSE,5,NA
M000643,M000757,2,FALSE,4,NA
M000643,M000756,2,FALSE,4,NA
M000757,M000756,2,FALSE,1,NA
M000694,M000842,5,TRUE,6,NA
M000092,M000774,2,FALSE,3,NA
M000092,M000775,2,FALSE,3,NA
M000774,M000775,2,FALSE,6,NA
M000763,M000764,2,FALSE,5,NA
M000673,M000674,1,FALSE,3,NA
M000673,M000675,1,FALSE,3,NA
M000674,M000675,1,FALSE,3,NA
M000293,M000671,2,FALSE,1,NA
M000297,M000683,2,FALSE,4,NA
M000297,M000684,2,FALSE,4,NA
M000683,M000684,1,FALSE,3,NA
M000776,M000777,1,FALSE,6,NA
M000477,M000762,2,FALSE,1,NA
M000421,M000661,3,FALSE,3,NA
M000760,M000761,1,FALSE,4,NA
M000765,M000766,1,FALSE,4,NA
M000264,M000421,3,FALSE,3,NA
M000264,M000672,3,FALSE,3,NA
M000264,M000671,3,FALSE,3,NA
M000421,M000672,3,FALSE,3,NA
M000421,M000671,3,FALSE,3,NA
M000600,M000667,2,FALSE,3,NA
M000600,M000666,2,FALSE,3,NA
M000838,M000839,1,FALSE,6,NA
M000669,M000670,1,FALSE,3,NA
M000767,M000768,1,FALSE,3,NA
M000709,M000710,2,FALSE,6,NA
M000705,M000711,3,FALSE,2,NA
M000705,M000710,3,FALSE,2,NA
M000711,M000710,2,FALSE,1,NA
M000225,M000300,2,FALSE,5,NA
M000225,M000662,2,FALSE,5,NA
M000300,M000662,4,FALSE,4,NA
M000731,M000732,1,FALSE,5,NA
M000769,M000770,2,FALSE,6,NA
M000452,M000780,2,FALSE,1,NA
M000452,M000781,2,FALSE,1,NA
M000780,M000781,1,FALSE,3,NA
M000461,M000722,3,FALSE,4,NA
M000829,M000830,1,FALSE,4,NA
M000829,M000831,1,FALSE,4,NA
M000830,M000831,2,FALSE,4,NA
M000720,M000721,1,FALSE,3,NA
M000886,M000887,1,FALSE,2,NA
M000676,M000677,2,FALSE,1,NA
M000854,M000855,3,TRUE,6,NA
M000465,M000836,2,FALSE,5,NA
M000474,M000678,3,FALSE,5,NA
M000474,M000677,3,FALSE,5,NA
M000691,M000692,1,FALSE,3,NA
M000691,M000693,1,FALSE,3,NA
M000692,M000693,3,FALSE,3,NA
M000685,M000686,3,FALSE,3,NA
M000876,M000877,1,FALSE,6,NA
M000876,M000878,1,FALSE,6,NA
M000877,M000878,1,FALSE,6,NA
M001209,M001210,1,FALSE,NA,NA
M000980,M001215,2,TRUE,2,2022/11/06 17:00:00+00
M000980,M001216,2,TRUE,2,2022/11/06 17:00:00+00
M001215,M001216,1,FALSE,5,NA
M000141,M001230,2,FALSE,6,NA
M001232,M001274,2,FALSE,6,NA
M001232,M001275,2,FALSE,6,NA
M001274,M001275,1,FALSE,6,NA
M001324,M001325,1,FALSE,1,NA
M000562,M001296,2,FALSE,1,NA
M001246,M001247,1,FALSE,5,NA
M001684,M001685,1,TRUE,NA,2022/06/15 23:00:00+00
M001685,M001684,1,TRUE,NA,2022/06/15 21:00:00+00
M000865,M001257,2,FALSE,2,NA
M001012,M001283,3,TRUE,3,NA
M001012,M001282,3,TRUE,3,NA
M001283,M001282,2,FALSE,1,NA
M001268,M001269,1,FALSE,1,NA
M000164,M001254,2,FALSE,6,NA
M000480,M001312,2,FALSE,6,NA
M001059,M001255,2,FALSE,3,NA
M001059,M001254,2,FALSE,3,NA
M001255,M001254,1,FALSE,2,NA
M000305,M001294,4,FALSE,4,NA
M000305,M001293,4,FALSE,4,NA
M001294,M001293,3,FALSE,2,NA
M001310,M001311,1,FALSE,5,NA
M000647,M001277,3,FALSE,2,NA
M000647,M001276,3,FALSE,2,NA
M001277,M001276,2,FALSE,3,NA
M000001,M001262,5,FALSE,3,NA
M000001,M001263,5,FALSE,3,NA
M001262,M001263,1,FALSE,2,NA
M000037,M001235,3,FALSE,6,NA
M001277,M001278,2,FALSE,3,NA
M001315,M001316,1,FALSE,5,NA
M001232,M001233,2,FALSE,6,NA
M000651,M001228,2,FALSE,3,NA
M000651,M001229,2,FALSE,3,NA
M001228,M001229,1,FALSE,5,NA
M001191,M001192,1,FALSE,5,NA
M001191,M001193,1,FALSE,5,NA
M001192,M001193,1,FALSE,5,NA
M001184,M001303,1,FALSE,6,NA
M001184,M001304,1,FALSE,6,NA
M001303,M001304,1,FALSE,6,NA
M001290,M001291,1,FALSE,1,NA
M001290,M001292,1,FALSE,1,NA
M001291,M001292,1,FALSE,1,NA
M000351,M001301,2,FALSE,2,NA
M000351,M001302,2,FALSE,2,NA
M001301,M001302,1,FALSE,5,NA
M001251,M001252,1,FALSE,3,NA
M001251,M001253,1,FALSE,3,NA
M001252,M001253,1,FALSE,3,NA
M001279,M001280,1,FALSE,2,NA
M000335,M001294,5,FALSE,3,NA
M000335,M001293,5,FALSE,3,NA
M000124,M001219,2,FALSE,6,NA
M000124,M001220,2,FALSE,6,NA
M001219,M001220,1,FALSE,3,NA
M001318,M001319,1,FALSE,1,NA
M001318,M001320,1,FALSE,1,NA
M001319,M001320,1,FALSE,1,NA
M001294,M001295,3,FALSE,2,NA
M001297,M001298,1,FALSE,6,NA
M001144,M001145,1,FALSE,6,NA
M001144,M001146,1,FALSE,6,NA
M001145,M001146,2,FALSE,6,NA
M001299,M001300,1,FALSE,2,NA
M000825,M001287,2,FALSE,3,NA
M000825,M001286,2,FALSE,3,NA
M001287,M001286,2,FALSE,5,NA
M001213,M001276,2,TRUE,2,2022/04/30 05:00:00+00
M000848,M001770,4,FALSE,2,NA
M001287,M001288,2,FALSE,5,NA
M001287,M001289,2,FALSE,5,NA
M001288,M001289,1,FALSE,2,NA
M001236,M001237,1,FALSE,2,NA
M001236,M001238,1,FALSE,2,NA
M001237,M001238,1,FALSE,2,NA
M001281,M001282,1,FALSE,3,NA
M001239,M001240,1,FALSE,4,NA
M001239,M001241,1,FALSE,4,NA
M001240,M001241,1,FALSE,4,NA
M000942,M001388,2,TRUE,3,2022/10/23 23:00:00+00
M000942,M001389,2,TRUE,3,2022/10/23 23:00:00+00
M001388,M001389,1,FALSE,1,NA
M001333,M001334,1,FALSE,1,NA
M001333,M001335,1,FALSE,1,NA
M001334,M001335,1,FALSE,1,NA
M001406,M001407,1,FALSE,3,NA
M001406,M001408,1,FALSE,3,NA
M001407,M001408,1,FALSE,3,NA
M001362,M001363,1,FALSE,5,NA
M000038,M001359,5,FALSE,6,NA
M001360,M001361,2,FALSE,1,NA
M000769,M001400,2,FALSE,6,NA
M000769,M001401,2,FALSE,6,NA
M001400,M001401,1,FALSE,1,NA
M001339,M001340,1,FALSE,1,NA
M001339,M001341,1,FALSE,1,NA
M001340,M001341,1,FALSE,1,NA
M000947,M001371,2,FALSE,6,NA
M000947,M001372,2,FALSE,6,NA
M001371,M001372,1,FALSE,1,NA
M001420,M001421,1,FALSE,NA,NA
M001420,M001422,1,FALSE,NA,NA
M001421,M001422,1,FALSE,NA,NA
M001428,M001429,1,FALSE,4,NA
M001230,M000962,2,FALSE,6,NA
M001230,M001395,2,FALSE,6,NA
M000962,M001395,1,FALSE,1,NA
M000474,M000184,3,FALSE,5,NA
M000474,M001752,3,FALSE,5,NA
M000474,M001751,3,FALSE,5,NA
M000184,M001752,3,FALSE,5,NA
M000184,M001751,3,FALSE,5,NA
M001752,M001751,3,FALSE,2,NA
M001327,M001328,1,FALSE,4,NA
M000329,M000938,4,TRUE,3,NA
M001411,M001412,1,FALSE,1,NA
M001411,M001413,1,FALSE,1,NA
M001412,M001413,1,FALSE,1,NA
M000920,M001380,1,FALSE,1,NA
M000920,M001379,1,FALSE,1,NA
M001380,M001379,3,TRUE,NA,NA
M001409,M001410,1,FALSE,2,NA
M000837,M001380,3,FALSE,4,NA
M000837,M001379,3,FALSE,4,NA
M000854,M001402,3,TRUE,6,NA
M001414,M001415,1,FALSE,3,NA
M001416,M001417,1,FALSE,NA,NA
M001416,M001418,1,FALSE,NA,NA
M001417,M001418,1,FALSE,NA,NA
M001424,M001425,1,FALSE,2,NA
M001424,M001426,1,FALSE,2,NA
M001425,M001426,1,FALSE,2,NA
M001374,M001375,1,FALSE,5,NA
M001201,M001364,2,FALSE,5,NA
M000555,M001396,2,FALSE,3,NA
M001704,M001705,1,FALSE,3,NA
M001704,M001706,1,FALSE,3,NA
M001705,M001706,1,FALSE,3,NA
M000700,M001357,2,FALSE,3,NA
M000700,M001358,2,FALSE,3,NA
M001357,M001358,1,FALSE,2,NA
M000111,M001402,3,FALSE,5,NA
M000111,M001401,3,FALSE,5,NA
M001402,M001401,2,FALSE,6,NA
M001383,M001384,1,FALSE,3,NA
M001306,M001392,2,TRUE,5,2022/07/01 03:00:00+00
M001306,M001391,2,TRUE,5,2022/07/01 03:00:00+00
M001392,M001391,3,TRUE,1,NA
M001352,M001353,1,FALSE,2,NA
M000131,M001355,3,FALSE,3,NA
M000131,M001354,3,FALSE,3,NA
M001355,M001354,3,TRUE,3,NA
M001331,M001332,1,FALSE,1,NA
M000932,M001350,2,TRUE,3,2022/10/20 06:00:00+00
M000932,M001351,2,TRUE,3,2022/10/20 06:00:00+00
M001350,M001351,1,FALSE,6,NA
M001177,M001338,2,FALSE,1,NA
M001392,M001393,3,TRUE,1,NA
M001392,M001394,3,TRUE,1,NA
M001393,M001394,1,FALSE,4,NA
M000537,M001360,3,FALSE,5,NA
M000537,M001359,3,FALSE,5,NA
M001360,M001359,2,FALSE,1,NA
M001376,M001377,1,FALSE,2,NA
M001376,M001378,1,FALSE,2,NA
M001377,M001378,1,FALSE,2,NA
M000659,M001459,2,FALSE,5,NA
M001446,M001447,1,FALSE,5,NA
M001118,M001119,1,FALSE,5,NA
M001118,M001120,1,FALSE,5,NA
M001119,M001120,1,FALSE,5,NA
M000595,M001455,2,TRUE,5,NA
M001455,M000595,2,TRUE,3,NA
M001451,M001452,1,FALSE,4,NA
M000305,M000692,4,FALSE,4,NA
M000305,M001465,4,FALSE,4,NA
M000305,M001464,4,FALSE,4,NA
M000692,M001465,3,FALSE,3,NA
M000692,M001464,3,FALSE,3,NA
M001465,M001464,2,FALSE,6,NA
M001441,M001442,1,FALSE,1,NA
M000810,M000099,2,FALSE,1,NA
M000810,M001471,2,FALSE,1,NA
M000099,M001471,3,FALSE,3,NA
M000862,M001766,2,FALSE,6,NA
M000098,M001752,2,FALSE,3,NA
M000098,M001751,2,FALSE,3,NA
M000570,M000880,3,TRUE,3,NA
M000570,M001462,3,TRUE,3,NA
M000570,M001461,3,TRUE,3,NA
M000880,M001462,2,FALSE,6,NA
M000880,M001461,2,FALSE,6,NA
M001462,M001461,2,TRUE,3,NA
M000088,M001461,2,FALSE,3,NA
M000198,M001440,5,FALSE,3,NA
M000425,M001158,2,FALSE,5,NA
M001475,M001476,1,FALSE,NA,NA
M001481,M001482,1,FALSE,4,NA
M000925,M001715,2,FALSE,4,NA
M000925,M001714,2,FALSE,4,NA
M001715,M001714,2,FALSE,1,NA
M001494,M001495,1,FALSE,2,NA
M001496,M001497,1,FALSE,1,NA
M001456,M001457,1,FALSE,6,NA
M001456,M001458,1,FALSE,6,NA
M001457,M001458,1,FALSE,6,NA
M001008,M001478,1,FALSE,2,NA
M001753,M001754,1,FALSE,1,NA
M001753,M001755,1,FALSE,1,NA
M001754,M001755,1,FALSE,1,NA
M001745,M001746,1,FALSE,NA,NA
M001491,M001492,1,FALSE,1,NA
M001491,M001493,1,FALSE,1,NA
M001492,M001493,1,FALSE,1,NA
M000823,M001469,2,FALSE,3,NA
M000823,M001470,2,FALSE,3,NA
M001469,M001470,2,FALSE,6,NA
M000023,M001479,4,FALSE,2,NA
M000023,M001478,4,FALSE,2,NA
M001479,M001478,1,FALSE,6,NA
M000497,M001472,2,FALSE,5,NA
M000497,M001471,2,FALSE,5,NA
M001472,M001471,3,TRUE,1,NA
M001484,M001485,1,FALSE,4,NA
M001438,M001439,1,FALSE,3,NA
M001379,M000676,4,TRUE,1,2022/06/04 02:00:00+00
M001379,M001448,4,TRUE,1,2022/06/04 02:00:00+00
M000676,M001448,2,FALSE,1,NA
M001155,M001156,1,FALSE,3,NA
M001486,M001487,1,FALSE,4,NA
M001486,M001488,1,FALSE,4,NA
M001487,M001488,1,FALSE,4,NA
M001729,M001730,1,FALSE,4,NA
M000018,M001467,3,FALSE,3,NA
M000018,M001468,3,FALSE,3,NA
M001467,M001468,1,FALSE,2,NA
M000902,M001434,2,FALSE,3,NA
M000902,M001435,2,FALSE,3,NA
M001434,M001435,1,FALSE,5,NA
M001499,M001500,1,FALSE,NA,NA
M001080,M001529,2,FALSE,5,NA
M001080,M001530,2,FALSE,5,NA
M001529,M001530,1,FALSE,NA,NA
M001204,M001205,1,FALSE,4,NA
M001551,M001552,1,FALSE,2,NA
M001558,M001559,1,FALSE,1,NA
M000246,M001549,2,FALSE,5,NA
M000246,M001548,2,FALSE,5,NA
M001549,M001548,3,FALSE,1,NA
M001560,M001561,1,FALSE,NA,NA
M001560,M001562,1,FALSE,NA,NA
M001561,M001562,1,FALSE,NA,NA
M000894,M001549,2,FALSE,3,NA
M000894,M001550,2,FALSE,3,NA
M001549,M001550,3,FALSE,1,NA
M001553,M001554,1,FALSE,4,NA
M000284,M001526,3,FALSE,6,NA
M000284,M001527,3,FALSE,6,NA
M001526,M001527,1,FALSE,4,NA
M000568,M001511,2,FALSE,3,NA
M000568,M001512,2,FALSE,3,NA
M001511,M001512,1,FALSE,1,NA
M001546,M001547,1,FALSE,2,NA
M000451,M001535,3,TRUE,6,NA
M000451,M001536,3,TRUE,6,NA
M001535,M001536,1,FALSE,2,NA
M001514,M001515,1,FALSE,5,NA
M001542,M001543,1,FALSE,3,NA
M001542,M001544,1,FALSE,3,NA
M001543,M001544,1,FALSE,3,NA
M000335,M001522,5,FALSE,3,NA
M000335,M001523,5,FALSE,3,NA
M001522,M001523,1,FALSE,2,NA
M001509,M001510,1,FALSE,6,NA
M001565,M001566,1,FALSE,1,NA
M001565,M001567,1,FALSE,1,NA
M001566,M001567,1,FALSE,1,NA
M000326,M001520,2,FALSE,3,NA
M000326,M001521,2,FALSE,3,NA
M001520,M001521,1,FALSE,4,NA
M001517,M001518,1,FALSE,5,NA
M000896,M001004,2,FALSE,3,NA
M000896,M000984,2,FALSE,3,NA
M000896,M001549,2,FALSE,3,NA
M000896,M001548,2,FALSE,3,NA
M001004,M000984,2,FALSE,6,NA
M001004,M001549,2,FALSE,6,NA
M001004,M001548,2,FALSE,6,NA
M000984,M001549,2,FALSE,4,NA
M000984,M001548,2,FALSE,4,NA
M000308,M001539,2,FALSE,6,NA
M000125,M001563,2,FALSE,3,NA
M000125,M001564,2,FALSE,3,NA
M001563,M001564,1,FALSE,2,NA
M001555,M001556,1,FALSE,5,NA
M001555,M001557,1,FALSE,5,NA
M001556,M001557,1,FALSE,5,NA
M000834,M001537,2,FALSE,4,NA
M000834,M001536,2,FALSE,4,NA
M001537,M001536,1,FALSE,3,NA
M001030,M001031,1,FALSE,4,NA
M001030,M001032,1,FALSE,4,NA
M001031,M001032,1,FALSE,4,NA
M000705,M000353,3,FALSE,2,NA
M000705,M001014,3,FALSE,2,NA
M000705,M001013,3,FALSE,2,NA
M000353,M001014,2,FALSE,3,NA
M000353,M001013,2,FALSE,3,NA
M001014,M001013,2,TRUE,4,NA
M001504,M001505,1,FALSE,3,NA
M001504,M001506,1,FALSE,3,NA
M001505,M001506,1,FALSE,3,NA
M001532,M001533,1,FALSE,3,NA
M000005,M001585,3,FALSE,4,NA
M001604,M001605,1,FALSE,3,NA
M001289,M001598,2,FALSE,2,NA
M001289,M001597,2,FALSE,2,NA
M001598,M001597,4,FALSE,6,NA
M001194,M001686,2,FALSE,3,NA
M001626,M001627,1,FALSE,6,NA
M001626,M001628,1,FALSE,6,NA
M001627,M001628,1,FALSE,6,NA
M000709,M001719,2,FALSE,6,NA
M000709,M001720,2,FALSE,6,NA
M001719,M001720,1,FALSE,6,NA
M000749,M001145,2,FALSE,1,NA
M000749,M001195,2,FALSE,1,NA
M001145,M001195,2,FALSE,6,NA
M001216,M001624,2,FALSE,5,NA
M001216,M001625,2,FALSE,5,NA
M001624,M001625,1,FALSE,4,NA
M000822,M000183,2,FALSE,3,NA
M000822,M000181,2,FALSE,3,NA
M000822,M001058,2,FALSE,3,NA
M000822,M001057,2,FALSE,3,NA
M000183,M000181,2,FALSE,5,NA
M000183,M001058,2,FALSE,5,NA
M000183,M001057,2,FALSE,5,NA
M000181,M001058,2,FALSE,3,NA
M000181,M001057,2,FALSE,3,NA
M001058,M001057,3,FALSE,6,NA
M000407,M001632,3,FALSE,5,NA
M000438,M001596,2,FALSE,5,NA
M000438,M001597,2,FALSE,5,NA
M001596,M001597,1,FALSE,6,NA
M001264,M000282,2,FALSE,1,NA
M001264,M001716,2,FALSE,1,NA
M000282,M001716,2,FALSE,5,NA
M001606,M001607,1,FALSE,2,NA
M001025,M001026,1,FALSE,1,NA
M000934,M001598,1,FALSE,6,NA
M000934,M001597,1,FALSE,6,NA
M000007,M001608,3,FALSE,1,NA
M001579,M001580,2,FALSE,2,NA
M001617,M001618,1,FALSE,3,NA
M001617,M001619,1,FALSE,3,NA
M001618,M001619,1,FALSE,3,NA
M001581,M001582,1,FALSE,4,NA
M001581,M001583,1,FALSE,4,NA
M001582,M001583,1,FALSE,4,NA
M000268,M000944,4,FALSE,6,NA
M000268,M001579,4,FALSE,6,NA
M000268,M001578,4,FALSE,6,NA
M000944,M001579,2,FALSE,6,NA
M000944,M001578,2,FALSE,6,NA
M001579,M001578,2,FALSE,2,NA
M001614,M001615,1,FALSE,5,NA
M000136,M001082,2,FALSE,1,NA
M000136,M001083,2,FALSE,1,NA
M001082,M001083,1,FALSE,NA,NA
M000923,M000924,1,FALSE,4,NA
M000923,M000925,1,FALSE,4,NA
M000924,M000925,1,FALSE,4,NA
M001620,M001621,1,FALSE,1,NA
M001586,M001587,1,FALSE,3,NA
M001586,M001588,1,FALSE,3,NA
M001587,M001588,1,FALSE,3,NA
M000222,M000053,4,FALSE,6,NA
M000222,M001633,4,FALSE,6,NA
M000053,M001633,3,FALSE,1,NA
M000848,M000976,4,FALSE,2,NA
M000848,M000977,4,FALSE,2,NA
M000976,M000977,1,FALSE,5,NA
M001682,M001683,1,FALSE,NA,NA
M001683,M001682,1,FALSE,NA,NA
M001574,M001575,1,FALSE,4,NA
M001469,M001599,2,FALSE,6,NA
M001469,M001598,2,FALSE,6,NA
M001599,M001598,2,TRUE,6,NA
M001609,M001610,1,FALSE,1,NA
M000733,M001622,2,FALSE,1,NA
M000733,M001623,2,FALSE,1,NA
M001622,M001623,1,FALSE,5,NA
M000639,M001611,2,FALSE,3,NA
M001717,M000910,1,TRUE,NA,2022/09/28 21:00:00+00
M000910,M001717,3,TRUE,2,NA
M001589,M001590,1,FALSE,1,NA
M001646,M001647,1,FALSE,3,NA
M000957,M001220,1,FALSE,6,NA
M000957,M001642,1,FALSE,6,NA
M001220,M001642,2,FALSE,3,NA
M001655,M001656,1,FALSE,3,NA
M001649,M001650,1,FALSE,5,NA
M001649,M001651,1,FALSE,5,NA
M001650,M001651,1,FALSE,5,NA
M001734,M001735,1,FALSE,3,NA
M001637,M001638,2,FALSE,NA,NA
M001199,M001200,1,FALSE,4,NA
M000352,M001670,3,FALSE,2,NA
M000950,M000951,1,FALSE,2,NA
M001671,M001672,1,FALSE,5,NA
M001671,M001673,1,FALSE,5,NA
M001672,M001673,1,FALSE,5,NA
M001659,M001660,1,FALSE,4,NA
M001659,M001661,1,FALSE,4,NA
M001660,M001661,1,FALSE,4,NA
M000947,M000948,2,FALSE,6,NA
M000732,M001430,2,TRUE,5,NA
M001653,M001654,1,FALSE,2,NA
M001074,M001075,1,FALSE,1,NA
M001074,M001076,1,FALSE,1,NA
M001075,M001076,1,FALSE,1,NA
M000952,M000953,1,FALSE,2,NA
M000944,M000945,2,FALSE,6,NA
M000944,M000946,2,FALSE,6,NA
M000945,M000946,1,FALSE,6,NA
M000694,M000960,5,TRUE,6,NA
M001635,M001636,1,FALSE,1,NA
M001055,M001057,1,TRUE,6,2022/10/17 01:00:00+00
M001748,M001749,1,FALSE,1,NA
M001748,M001750,1,FALSE,1,NA
M001749,M001750,1,FALSE,1,NA
M000933,M000932,1,TRUE,3,2022/10/20 01:00:00+00
M000932,M000933,2,TRUE,3,2022/10/20 06:00:00+00
M001641,M000143,2,TRUE,5,2022/10/02 19:00:00+00
M001641,M001662,2,TRUE,5,2022/10/02 19:00:00+00
M001641,M001661,2,TRUE,5,2022/10/02 19:00:00+00
M000143,M001662,2,FALSE,3,NA
M000143,M001661,2,FALSE,3,NA
M001662,M001661,2,FALSE,3,NA
M000763,M001035,2,FALSE,5,NA
M000763,M001036,2,FALSE,5,NA
M001035,M001036,1,FALSE,6,NA
M001069,M001637,2,FALSE,4,NA
M001069,M001636,2,FALSE,4,NA
M001637,M001636,2,FALSE,NA,NA
M001662,M001663,2,FALSE,3,NA
M001662,M001664,2,FALSE,3,NA
M001663,M001664,1,FALSE,6,NA
M000047,M001644,3,FALSE,1,NA
M000047,M001645,3,FALSE,1,NA
M001644,M001645,1,FALSE,2,NA
M001674,M001675,1,FALSE,1,NA
M000906,M000522,2,FALSE,2,NA
M000906,M001714,2,FALSE,2,NA
M000522,M001714,2,FALSE,5,NA
M001059,M001060,2,FALSE,3,NA
M001059,M001061,2,FALSE,3,NA
M001060,M001061,1,FALSE,3,NA
M000722,M001197,2,FALSE,3,NA
M000722,M001198,2,FALSE,3,NA
M001197,M001198,1,FALSE,1,NA
M001369,M001648,2,FALSE,1,NA
M000954,M000955,2,FALSE,6,NA
M000954,M000956,2,FALSE,6,NA
M000955,M000956,1,FALSE,6,NA
M001693,M001694,1,FALSE,6,NA
M001571,M001572,1,FALSE,5,NA
M001571,M001573,1,FALSE,5,NA
M001572,M001573,1,FALSE,5,NA
M000971,M000972,1,FALSE,1,NA
M000971,M000973,1,FALSE,1,NA
M000972,M000973,1,FALSE,1,NA
M001708,M001709,1,FALSE,1,NA
M000140,M001078,3,FALSE,5,NA
M000140,M001079,3,FALSE,5,NA
M001078,M001079,1,FALSE,3,NA
M000963,M000964,1,FALSE,5,NA
M000958,M000974,2,TRUE,4,2022/10/22 06:00:00+00
M000965,M000966,1,FALSE,5,NA
M000965,M000967,1,FALSE,5,NA
M000966,M000967,1,FALSE,5,NA
M000596,M000969,2,FALSE,5,NA
M000596,M000970,2,FALSE,5,NA
M000969,M000970,1,FALSE,6,NA
M000309,M001068,2,FALSE,6,NA
M000627,M000850,2,FALSE,6,NA
M000627,M000913,2,FALSE,6,NA
M000627,M000912,2,FALSE,6,NA
M000850,M000913,1,FALSE,5,NA
